date,close,high,low,open,volume
,SPUS,SPUS,SPUS,SPUS,SPUS
1/3/2023,24.8738575,25.26922365,24.71766388,25.23505641,62500
1/4/2023,25.00076675,25.12767338,24.81528612,24.96171742,56100
1/5/2023,24.6883812,24.91290932,24.63956952,24.91290932,37000
1/6/2023,25.24482155,25.29851346,24.6395698,24.88362259,25200
1/9/2023,25.25458527,25.68411687,25.22627393,25.43030172,54200
1/10/2023,25.40100479,25.40100479,25.1569521,25.21552422,32800
1/11/2023,25.74269104,25.75245151,25.46935122,25.46935122,33000
1/12/2023,25.85006332,25.91839779,25.52791381,25.81101586,18600
1/13/2023,25.96721458,25.98673925,25.62554034,25.62554034,30400
1/17/2023,26.02578735,26.13317117,25.93792821,25.99650035,46600
1/18/2023,25.6157856,26.20151278,25.6157856,26.10389127,28800
1/19/2023,25.469347,25.61577829,25.37172552,25.47910933,14300
1/20/2023,25.96721458,25.96721458,25.50839419,25.55720586,35500
1/23/2023,26.35770226,26.50413356,25.99748083,26.01602796,27900
1/24/2023,26.3088932,26.36746536,26.17222237,26.26008153,62400
1/25/2023,26.21126556,26.2405507,25.78173221,26.02578495,41300
1/26/2023,26.62754059,26.62754059,26.28065014,26.41256662,40300
1/27/2023,26.70571136,26.8718282,26.53959453,26.53959453,40500
1/30/2023,26.29530525,26.63731071,26.26892159,26.56890999,22100
1/31/2023,26.66662025,26.66662025,26.30507128,26.30507128,66800
2/1/2023,27.13565826,27.29200328,26.52981993,26.68616494,36100
2/2/2023,27.75127602,27.83433538,27.45812948,27.51675841,59900
2/3/2023,27.47766495,27.84898391,27.32131806,27.32131806,33000
2/6/2023,27.28223801,27.38972593,27.21383728,27.36041053,27000
2/7/2023,27.80012321,27.80012321,27.24314204,27.31154461,91400
2/8/2023,27.35062981,27.71217879,27.33108622,27.67309161,33400
2/9/2023,27.13565826,27.67309403,27.08679928,27.67309403,25100
2/10/2023,27.1258812,27.15519658,26.95487759,26.979308,30200
2/13/2023,27.46788979,27.46788979,27.14542798,27.1942851,96400
2/14/2023,27.52651978,27.59492048,27.18451437,27.35063117,72500
2/15/2023,27.55681229,27.5656056,27.33108808,27.38971886,45300
2/16/2023,27.18451118,27.49720117,27.18451118,27.28222727,32600
2/17/2023,27.00862503,27.04771221,26.8229665,26.94999612,33800
2/21/2023,26.45165443,26.81320355,26.45165443,26.70571562,48600
2/22/2023,26.40279388,26.54936712,26.30507777,26.4809664,64400
2/23/2023,26.63361931,26.72164831,26.36464262,26.64340052,17100
2/24/2023,26.26194954,26.35975978,26.11523511,26.35975978,39400
2/27/2023,26.42822266,26.57493706,26.38909782,26.49668925,28600
2/28/2023,26.3890934,26.5553702,26.35975164,26.3890934,69300
3/1/2023,26.26194954,26.40866397,26.17392051,26.40866397,36500
3/2/2023,26.51625061,26.55537358,26.09566796,26.12500972,34100
3/3/2023,26.98573303,26.99551424,26.67274187,26.68252307,34900
3/6/2023,27.04443169,27.24494187,27.03465047,27.08355653,17200
3/7/2023,26.69231415,27.01801933,26.64340809,27.00530543,47900
3/8/2023,26.7705574,26.79011796,26.57493695,26.73143257,9000
3/9/2023,26.37931824,26.98574018,26.31085163,26.78033851,25600
3/10/2023,26.02720261,26.47908402,25.93917359,26.38909802,35000
3/13/2023,26.17391396,26.37931373,25.79245617,25.88048331,25400
3/14/2023,26.66296959,26.74121741,26.43800735,26.47713032,33200
3/15/2023,26.58471489,26.60427731,26.23259887,26.28150491,60500
3/16/2023,27.14223099,27.17842127,26.4380008,26.48690498,39100
3/17/2023,26.96617317,27.19113536,26.86836296,27.15201239,22200
3/20/2023,27.18135452,27.18135452,26.8977051,27.00529652,23300
3/21/2023,27.46500206,27.53346865,27.22047747,27.30850647,52100
3/22/2023,27.13245201,27.82690291,27.13245201,27.41610147,32500
3/23/2023,27.30851364,27.67041095,27.16277678,27.35741783,52700
3/24/2023,27.4552269,27.48457053,27.13245444,27.28895006,26600
3/27/2023,27.39653206,27.58237125,27.33686726,27.58237125,23500
3/28/2023,27.31430054,27.31430054,27.14786924,27.31430054,29500
3/29/2023,27.71569443,27.73527502,27.5101038,27.58842431,15700
3/30/2023,27.91150093,27.92129123,27.78422892,27.85276101,38300
3/31/2023,28.39121437,28.39121437,27.98982149,27.98982149,66800
4/3/2023,28.46953583,28.46953583,28.24436457,28.33247539,46600
4/4/2023,28.31289482,28.55764668,28.2443646,28.52827578,45900
4/5/2023,28.18562126,28.30310109,28.01918994,28.30310109,52300
4/6/2023,28.33246803,28.35204676,27.96044426,28.13666585,23000
4/10/2023,28.3031044,28.3031044,27.98982232,28.20520329,35600
4/11/2023,28.20519829,28.3618393,28.17582927,28.3618393,92000
4/12/2023,28.1072979,28.43037209,28.06813858,28.43037209,39700
4/13/2023,28.49889565,28.55763554,28.15624281,28.224773,33900
4/14/2023,28.46953583,28.60659627,28.28352389,28.4205862,33400
4/17/2023,28.5086956,28.5086956,28.30310308,28.48911501,51600
4/18/2023,28.5184803,28.74365339,28.43526558,28.74365339,45500
4/19/2023,28.5086956,28.54785493,28.30310308,28.30310308,21700
4/20/2023,28.37162971,28.508692,28.24435959,28.3226801,33600
4/21/2023,28.39121437,28.39121437,28.24436364,28.38142407,12400
4/24/2023,28.39121437,28.39121437,28.22478304,28.35205318,36700
4/25/2023,27.92674637,28.28930495,27.9071482,28.28930495,28200
4/26/2023,27.95614052,28.17171471,27.89734603,28.08352484,27000
4/27/2023,28.57347107,28.57347107,28.09332723,28.17171802,46600
4/28/2023,28.85763931,28.85763931,28.55387335,28.57347152,67700
5/1/2023,28.88703346,28.95562517,28.79884359,28.85763808,77200
5/2/2023,28.60581017,28.85764081,28.41669141,28.85764081,21000
5/3/2023,28.38729095,28.77924677,28.38729095,28.60286703,33500
5/4/2023,28.269701,28.38728623,28.20110931,28.34809178,36000
5/5/2023,28.78904152,28.8674323,28.41668577,28.50487563,60600
5/8/2023,28.7792511,28.80864648,28.68126213,28.78904831,25000
5/9/2023,28.61266899,28.72045517,28.61266899,28.66166254,68300
5/10/2023,28.84783363,28.89682717,28.58326406,28.78903915,32000
5/11/2023,28.82823753,28.9164274,28.68125505,28.9164274,48300
5/12/2023,28.81844139,28.95562481,28.61266627,28.95562481,51200
5/15/2023,28.85763931,28.90663286,28.7302531,28.88703469,44100
5/16/2023,28.79883957,28.93602484,28.75964511,28.75964511,37300
5/17/2023,29.08301163,29.11240701,28.75964938,28.94582821,20300
5/18/2023,29.44066811,29.44066811,29.12220448,29.12220448,32500
5/19/2023,29.46320534,29.52395665,29.34757879,29.52395665,83600
5/22/2023,29.41617012,29.56315261,29.41617012,29.46516366,46900
5/23/2023,29.10261345,29.3867794,29.0732162,29.28879043,39400
5/24/2023,28.87723541,29.02421979,28.77924832,29.02421979,52000
5/25/2023,29.42253304,29.52060852,29.20676847,29.4127253,40400
5/26/2023,29.91291046,29.93252593,29.55983944,29.56964718,41300
5/30/2023,29.91291046,30.14829052,29.82562292,30.13848278,79900
5/31/2023,29.72656631,29.86387275,29.66281884,29.83444954,54700
6/1/2023,30.02078819,30.10905593,29.66771724,29.75598498,36300
6/2/2023,30.37385559,30.45231559,30.20222493,30.26597426,47800
6/5/2023,30.34443855,30.57883837,30.28755444,30.42289856,69700
6/6/2023,30.32481956,30.34443503,30.1777073,30.29539636,56600
6/7/2023,30.07963562,30.45232021,30.03550175,30.3542466,48800
6/8/2023,30.32481956,30.34443503,30.06982409,30.10905503,42500
6/9/2023,30.3836689,30.57001213,30.30520889,30.44251531,45300
6/12/2023,30.71712112,30.74163953,30.41014633,30.50135658,65100
