date,close,high,low,open,volume
,,,,,
1/3/2023,0.006770540506162742,0.013006605442081123,0.0028845047164624688,0.01291117673504252,0.030453096539162113
1/4/2023,0.011403176685187946,0.007839570728349433,0.00649029406810867,0.002869092542724204,0.026810109289617485
1/5/2023,0.0,0.0,0.0,0.0010759526417277164,0.015938069216757743
1/6/2023,0.0203120394839576,0.014075776592574838,1.03421210692905e-08,0.0,0.009221311475409836
1/9/2023,0.020668449773308974,0.028151526537829805,0.021670599999978318,0.02008421063399452,0.025728597449908925
1/10/2023,0.026013279765350613,0.017817035863691356,0.019110118736173798,0.012193591964423609,0.01354735883424408
1/11/2023,0.038486035562311324,0.030645958071096095,0.030648938377678042,0.021518833505279528,0.01366120218579235
1/12/2023,0.04240550328395038,0.03670352468241122,0.03281201477734708,0.034071104516517806,0.00546448087431694
1/13/2023,0.04668193833887652,0.03919820516735202,0.03641796258506146,0.027256998751899186,0.012181238615664846
1/17/2023,0.048820051466231126,0.044543435620380406,0.04795636669491835,0.04088553982612817,0.021402550091074682
1/18/2023,0.03385353846175233,0.04703812158079799,0.03605766008001667,0.044830928883614965,0.011270491803278689
1/19/2023,0.028508011982273523,0.02565695118204189,0.02704302122696511,0.021877332533090755,0.003016848816029144
1/20/2023,0.04668193833887652,0.03848549266129922,0.03209103523473279,0.02474648753138761,0.01508424408014572
1/23/2023,0.06093611881690792,0.05808474180523524,0.05015601098763934,0.04160295633408677,0.010758196721311475
1/24/2023,0.05915441561386944,0.053095918162135006,0.0566102900968081,0.05056913601220689,0.030396174863387977
1/25/2023,0.055590661694144596,0.048463129726609884,0.04218708836684758,0.041961414214697235,0.018385701275045536
1/26/2023,0.07078617159119924,0.06258949059821546,0.06061519408680812,0.05617122048560467,0.01781648451730419
1/27/2023,0.07363968098664721,0.0715067647299042,0.07017960199355686,0.06083804451606672,0.017930327868852458
1/30/2023,0.058658407412979494,0.06294613102848336,0.06018198664657482,0.06191505265697106,0.007456739526411658
1/31/2023,0.0722127173061886,0.06401602238668075,0.06151721688988112,0.0522219951864189,0.032900728597449906
2/1/2023,0.08933426246120266,0.08684449050185075,0.069818565936644,0.0662228320918262,0.015425774134790527
2/2/2023,0.11180648656958275,0.10664133572914002,0.1041067434095384,0.09673765017661477,0.028973132969034608
2/3/2023,0.10181871545074168,0.10717605362840756,0.09905345676686764,0.08955745078656001,0.01366120218579235
2/6/2023,0.0946849414145687,0.09041167779769879,0.09508353093817709,0.0909936523142882,0.010245901639344262
2/7/2023,0.11358958165238969,0.10539248279496978,0.09616593584468756,0.08919838818905271,0.046903460837887066
2/8/2023,0.09718148384176496,0.10218223197016388,0.09941425495499748,0.10248110871670278,0.013888888888888888
2/9/2023,0.08933426246120266,0.10075551401549053,0.09039123676776646,0.10248119762404731,0.009164389799635702
2/10/2023,0.08897736521470168,0.08185061116858572,0.0855185579083879,0.07699248953774641,0.012067395264116576
2/13/2023,0.10146188756095618,0.0932649070990577,0.09255675501607606,0.08489044122630876,0.049749544626593804
2/14/2023,0.1036020894205518,0.09790193099833588,0.09400045564060878,0.09063437259181982,0.03614526411657559
2/15/2023,0.10470787310282459,0.09683184471316761,0.09941432365622989,0.09207039850917331,0.020662568306010928
2/16/2023,0.09111756670926204,0.09433486562310274,0.09400033781430175,0.08812131097963298,0.01343351548269581
2/17/2023,0.08469710057397678,0.0779270900691659,0.08064627057216163,0.07591561292093038,0.014116575591985429
2/21/2023,0.06436570509087873,0.06936677869080751,0.06693143358272452,0.06694109615864322,0.022540983606557378
2/22/2023,0.06258212232085156,0.05973591050131519,0.061517456605471484,0.058684130734874454,0.03153460837887068
2/23/2023,0.0710080663561133,0.06602472146051014,0.06371755262726332,0.06465172836426916,0.004610655737704918
2/24/2023,0.0574408061039885,0.05281464000314997,0.054505400316697615,0.05423117258680226,0.017304189435336976
2/27/2023,0.06351036266752814,0.06066929457474747,0.0646208334754837,0.05926176579324351,0.011156648451730419
2/28/2023,0.06208200637723032,0.0599550419996112,0.06353689867378792,0.05530884790017583,0.03432377049180328
3/1/2023,0.0574408061039885,0.0545997983598025,0.05667301284450984,0.05602784269719198,0.015653460837887066
3/2/2023,0.066723693972657,0.05995516538035322,0.05378266519904343,0.04560679058161603,0.014287340619307833
3/3/2023,0.08386146166341467,0.0760216982746018,0.07509755164080958,0.06608903498824611,0.014742714025500911
3/6/2023,0.0860041702207208,0.08512659947170896,0.08846506068535913,0.08082243167364668,0.004667577413479053
3/7/2023,0.07315063546991785,0.07684320558268161,0.07401407484732966,0.07794759799426008,0.022142531876138433
3/8/2023,0.07600679064154255,0.06852408128784968,0.07148501479393327,0.06788590018045378,0.0
3/9/2023,0.06172517848744481,0.0756649140218124,0.061730720743908465,0.06968263458334478,0.009448998178506375
3/10/2023,0.0488717134583926,0.05717035398567815,0.04800236623296167,0.05530901763237889,0.014799635701275045
3/13/2023,0.05422719627689186,0.05352842132225708,0.04258319012373699,0.036623239437063325,0.009335154826958106
3/14/2023,0.07207945531312404,0.06673905580276535,0.06642736303747714,0.05854319863320663,0.01377504553734062
3/15/2023,0.06922288217602998,0.06174030694554386,0.05884036534185132,0.05135620040299874,0.029314663023679417
3/16/2023,0.08957419033716893,0.0826983861636152,0.06642712110571806,0.05890230568438607,0.01713342440801457
3/17/2023,0.08314745764012514,0.08316249085506867,0.08232304086620969,0.08333740222203995,0.007513661202185792
3/20/2023,0.09100233746221432,0.08280545911073176,0.08340682644587386,0.07794727065358273,0.008139799635701274
3/21/2023,0.10135647520942734,0.09565874390422201,0.09532879396835242,0.08908677126360777,0.024533242258652093
3/22/2023,0.08921722300388185,0.10637002695312174,0.09207747268806066,0.0930396579288892,0.013376593806921676
3/23/2023,0.09564409477939186,0.1006575730684353,0.09319755283329315,0.09088370478955947,0.024874772313296902
3/24/2023,0.10099964731964184,0.09387380712186037,0.09207756244289643,0.08836829668477256,0.010018214936247723
3/27/2023,0.09885707820583729,0.0974438442208215,0.09962778429496587,0.09914817222975147,0.008253642987249545
3/28/2023,0.09585533708288355,0.08765841135442921,0.09264692575291422,0.08929963712206503,0.011668943533697632
3/29/2023,0.11050763277333671,0.10302531776693652,0.10602647450375474,0.09937055301099731,0.003813752276867031
3/30/2023,0.11765526209104438,0.10981550060718695,0.11615160007672605,0.10908190592307024,0.016678051001821494
3/31/2023,0.1351664981728007,0.1269691886726763,0.12374539734754855,0.11411731224984269,0.032900728597449906
4/3/2023,0.13802550828585455,0.1298281708749014,0.1331472378236452,0.12670592726091817,0.021402550091074682
4/4/2023,0.1323075577814977,0.1330444969236359,0.1331472389317297,0.13389935400647243,0.021004098360655737
4/5/2023,0.12766162299983813,0.12375277392121896,0.12483015471722532,0.12562675742243146,0.024647085610200365
4/6/2023,0.13302204912697219,0.12553944642969855,0.12266031567850606,0.1195121643574293,0.007969034608378871
4/10/2023,0.13195017284777646,0.12375289474673842,0.12374542800455,0.1220301320385346,0.015141165755919854
4/11/2023,0.1283762537888141,0.125896905261219,0.13061580794709385,0.12778471538564076,0.047244990892531875
4/12/2023,0.12480254353006878,0.12839856989922274,0.1266381288519057,0.13030251223238576,0.01747495446265938
4/13/2023,0.13909724548658392,0.133044090278232,0.12989235959245196,0.12274909524037875,0.014173497267759563
4/14/2023,0.13802550828585455,0.13483131252457353,0.1345936322013374,0.12994299260704156,0.013888888888888888
4/17/2023,0.13945497829898829,0.13125762693296286,0.13531681203019455,0.13246064323426962,0.02424863387978142
4/18/2023,0.13981215443249245,0.13983433298369438,0.14019838548299526,0.1418120198605472,0.0207764116575592
